date,year,month,commodity,source_commodity,monthly_average_price,admin1,admin2,market,pricetype,currency,unit
2012-09-15,2012,9,Tomato,Tomatoes,52.84,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-10-15,2012,10,Tomato,Tomatoes,48.89,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-11-15,2012,11,Tomato,Tomatoes,43.06,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2013-01-15,2013,1,Tomato,Tomatoes,36.9,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2013-02-15,2013,2,Tomato,Tomatoes,31.42,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2013-03-15,2013,3,Tomato,Tomatoes,27.03,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2013-04-15,2013,4,Tomato,Tomatoes,28.59,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2014-07-15,2014,7,Tomato,Tomatoes,40.69,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-05-15,2017,5,Tomato,Tomatoes,46.23,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-06-15,2017,6,Tomato,Tomatoes,38.0,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-07-15,2017,7,Tomato,Tomatoes,36.75,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-08-15,2017,8,Tomato,Tomatoes,41.04,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-09-15,2017,9,Tomato,Tomatoes,62.01,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-10-15,2017,10,Tomato,Tomatoes,77.05,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-11-15,2017,11,Tomato,Tomatoes,76.1,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-12-15,2017,12,Tomato,Tomatoes,44.45,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-01-15,2018,1,Tomato,Tomatoes,47.89,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-02-15,2018,2,Tomato,Tomatoes,37.85,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-03-15,2018,3,Tomato,Tomatoes,46.27,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-04-15,2018,4,Tomato,Tomatoes,54.93,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-05-15,2018,5,Tomato,Tomatoes,41.51,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-06-15,2018,6,Tomato,Tomatoes,52.58,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-07-15,2018,7,Tomato,Tomatoes,84.49,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-08-15,2018,8,Tomato,Tomatoes,88.17,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-09-15,2018,9,Tomato,Tomatoes,79.65,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-10-15,2018,10,Tomato,Tomatoes,43.17,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-11-15,2018,11,Tomato,Tomatoes,63.38,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-12-15,2018,12,Tomato,Tomatoes,66.19,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2019-01-15,2019,1,Tomato,Tomatoes,48.81,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2019-02-15,2019,2,Tomato,Tomatoes,47.53,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2019-03-15,2019,3,Tomato,Tomatoes,35.87,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-05-15,2020,5,Tomato,Tomatoes,54.63,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-06-15,2020,6,Tomato,Tomatoes,43.16,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-07-15,2020,7,Tomato,Tomatoes,45.01,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-08-15,2020,8,Tomato,Tomatoes,74.6,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-09-15,2020,9,Tomato,Tomatoes,75.02,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-10-15,2020,10,Tomato,Tomatoes,95.76,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-11-15,2020,11,Tomato,Tomatoes,142.09,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-12-15,2020,12,Tomato,Tomatoes,142.86,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-01-15,2021,1,Tomato,Tomatoes,131.34,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-02-15,2021,2,Tomato,Tomatoes,71.15,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-03-15,2021,3,Tomato,Tomatoes,38.64,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-04-15,2021,4,Tomato,Tomatoes,36.46,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-05-15,2021,5,Tomato,Tomatoes,37.01,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-06-15,2021,6,Tomato,Tomatoes,60.68,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-07-15,2021,7,Tomato,Tomatoes,93.19,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-08-15,2021,8,Tomato,Tomatoes,92.6,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-09-15,2021,9,Tomato,Tomatoes,78.79,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-10-15,2021,10,Tomato,Tomatoes,59.92,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-11-15,2021,11,Tomato,Tomatoes,58.12,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-12-15,2021,12,Tomato,Tomatoes,57.38,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-01-15,2022,1,Tomato,Tomatoes,62.05,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-02-15,2022,2,Tomato,Tomatoes,54.38,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-03-15,2022,3,Tomato,Tomatoes,66.83,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-04-15,2022,4,Tomato,Tomatoes,112.43,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-05-15,2022,5,Tomato,Tomatoes,99.06,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-06-15,2022,6,Tomato,Tomatoes,70.12,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-07-15,2022,7,Tomato,Tomatoes,55.26,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-08-15,2022,8,Tomato,Tomatoes,60.59,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-09-15,2022,9,Tomato,Tomatoes,80.2,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-10-15,2022,10,Tomato,Tomatoes,107.67,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-11-15,2022,11,Tomato,Tomatoes,112.07,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-12-15,2022,12,Tomato,Tomatoes,100.21,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-01-15,2023,1,Tomato,Tomatoes,78.92,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-02-15,2023,2,Tomato,Tomatoes,52.65,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-03-15,2023,3,Tomato,Tomatoes,51.46,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-04-15,2023,4,Tomato,Tomatoes,46.02,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-05-15,2023,5,Tomato,Tomatoes,45.45,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-06-15,2023,6,Tomato,Tomatoes,53.9,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-07-15,2023,7,Tomato,Tomatoes,75.48,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-08-15,2023,8,Tomato,Tomatoes,120.59,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-09-15,2023,9,Tomato,Tomatoes,152.63,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-10-15,2023,10,Tomato,Tomatoes,121.85,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-11-15,2023,11,Tomato,Tomatoes,102.64,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-12-15,2023,12,Tomato,Tomatoes,64.57,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-01-15,2024,1,Tomato,Tomatoes,85.55,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-02-15,2024,2,Tomato,Tomatoes,109.89,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-03-15,2024,3,Tomato,Tomatoes,73.64,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-04-15,2024,4,Tomato,Tomatoes,65.34,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-05-15,2024,5,Tomato,Tomatoes,68.14,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-06-15,2024,6,Tomato,Tomatoes,85.14,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-07-15,2024,7,Tomato,Tomatoes,169.8,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-08-15,2024,8,Tomato,Tomatoes,113.99,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-09-15,2024,9,Tomato,Tomatoes,86.66,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-10-15,2024,10,Tomato,Tomatoes,107.73,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-11-15,2024,11,Tomato,Tomatoes,171.65,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-12-15,2024,12,Tomato,Tomatoes,213.45,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-01-15,2025,1,Tomato,Tomatoes,170.39,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-02-15,2025,2,Tomato,Tomatoes,62.62,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-03-15,2025,3,Tomato,Tomatoes,45.1,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-04-15,2025,4,Tomato,Tomatoes,57.34,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-05-15,2025,5,Tomato,Tomatoes,71.25,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-06-15,2025,6,Tomato,Tomatoes,69.31,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-07-15,2025,7,Tomato,Tomatoes,68.47,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-08-15,2025,8,Tomato,Tomatoes,84.94,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-09-15,2025,9,Tomato,Tomatoes,132.87,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-10-15,2025,10,Tomato,Tomatoes,137.44,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-11-15,2025,11,Tomato,Tomatoes,129.88,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-12-15,2025,12,Tomato,Tomatoes,152.08,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-01-15,2026,1,Tomato,Tomatoes,146.01,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-02-15,2026,2,Tomato,Tomatoes,74.08,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-03-15,2026,3,Tomato,Tomatoes,60.71,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-04-15,2026,4,Tomato,Tomatoes,62.11,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-05-15,2026,5,Tomato,Tomatoes,64.26,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-06-15,2026,6,Tomato,Tomatoes,72.32,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-01-15,2008,1,White Onion,Onions (white),72.83,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-02-15,2008,2,White Onion,Onions (white),53.76,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-03-15,2008,3,White Onion,Onions (white),37.39,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-04-15,2008,4,White Onion,Onions (white),42.93,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-05-15,2008,5,White Onion,Onions (white),65.57,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-06-15,2008,6,White Onion,Onions (white),60.55,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-07-15,2008,7,White Onion,Onions (white),66.86,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-08-15,2008,8,White Onion,Onions (white),66.18,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-09-15,2008,9,White Onion,Onions (white),60.12,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-10-15,2008,10,White Onion,Onions (white),53.62,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-11-15,2008,11,White Onion,Onions (white),47.24,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-12-15,2008,12,White Onion,Onions (white),45.48,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-01-15,2009,1,White Onion,Onions (white),46.42,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-02-15,2009,2,White Onion,Onions (white),42.88,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-03-15,2009,3,White Onion,Onions (white),41.97,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-04-15,2009,4,White Onion,Onions (white),42.88,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-05-15,2009,5,White Onion,Onions (white),48.22,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-06-15,2009,6,White Onion,Onions (white),51.69,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-07-15,2009,7,White Onion,Onions (white),51.93,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-08-15,2009,8,White Onion,Onions (white),54.96,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-09-15,2009,9,White Onion,Onions (white),65.17,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-10-15,2009,10,White Onion,Onions (white),72.43,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-11-15,2009,11,White Onion,Onions (white),64.27,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-12-15,2009,12,White Onion,Onions (white),60.16,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-01-15,2010,1,White Onion,Onions (white),56.4,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-02-15,2010,2,White Onion,Onions (white),42.81,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-03-15,2010,3,White Onion,Onions (white),30.21,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-04-15,2010,4,White Onion,Onions (white),26.39,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-05-15,2010,5,White Onion,Onions (white),28.76,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-06-15,2010,6,White Onion,Onions (white),36.76,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-07-15,2010,7,White Onion,Onions (white),38.8,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-08-15,2010,8,White Onion,Onions (white),45.65,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-09-15,2010,9,White Onion,Onions (white),52.81,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-10-15,2010,10,White Onion,Onions (white),60.3,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-11-15,2010,11,White Onion,Onions (white),60.65,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-12-15,2010,12,White Onion,Onions (white),57.68,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-01-15,2012,1,White Onion,Onions (white),57.91,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-02-15,2012,2,White Onion,Onions (white),51.31,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-03-15,2012,3,White Onion,Onions (white),48.02,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-05-15,2012,5,White Onion,Onions (white),55.05,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-06-15,2012,6,White Onion,Onions (white),58.13,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-07-15,2012,7,White Onion,Onions (white),68.22,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-08-15,2012,8,White Onion,Onions (white),69.11,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-09-15,2012,9,White Onion,Onions (white),65.75,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-10-15,2012,10,White Onion,Onions (white),61.85,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-11-15,2012,11,White Onion,Onions (white),65.42,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2013-01-15,2013,1,White Onion,Onions (white),58.82,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2013-02-15,2013,2,White Onion,Onions (white),50.73,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2013-03-15,2013,3,White Onion,Onions (white),43.74,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2013-04-15,2013,4,White Onion,Onions (white),43.6,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2014-07-15,2014,7,White Onion,Onions (white),50.12,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-05-15,2017,5,White Onion,Onions (white),57.09,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-06-15,2017,6,White Onion,Onions (white),60.96,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-07-15,2017,7,White Onion,Onions (white),58.75,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-08-15,2017,8,White Onion,Onions (white),61.68,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-09-15,2017,9,White Onion,Onions (white),121.59,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-10-15,2017,10,White Onion,Onions (white),77.72,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-11-15,2017,11,White Onion,Onions (white),61.91,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-12-15,2017,12,White Onion,Onions (white),62.6,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-01-15,2018,1,White Onion,Onions (white),63.45,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-02-15,2018,2,White Onion,Onions (white),60.56,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-03-15,2018,3,White Onion,Onions (white),56.44,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-04-15,2018,4,White Onion,Onions (white),60.57,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-05-15,2018,5,White Onion,Onions (white),62.06,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-06-15,2018,6,White Onion,Onions (white),69.43,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-07-15,2018,7,White Onion,Onions (white),79.91,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-08-15,2018,8,White Onion,Onions (white),105.97,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-09-15,2018,9,White Onion,Onions (white),83.18,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-10-15,2018,10,White Onion,Onions (white),64.45,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-11-15,2018,11,White Onion,Onions (white),66.6,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-12-15,2018,12,White Onion,Onions (white),64.7,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2019-01-15,2019,1,White Onion,Onions (white),62.21,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2019-02-15,2019,2,White Onion,Onions (white),59.52,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2019-03-15,2019,3,White Onion,Onions (white),54.41,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2019-04-15,2019,4,White Onion,Onions (white),54.19,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2019-05-15,2019,5,White Onion,Onions (white),54.19,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-05-15,2020,5,White Onion,Onions (white),79.02,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-06-15,2020,6,White Onion,Onions (white),76.68,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-07-15,2020,7,White Onion,Onions (white),70.81,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-08-15,2020,8,White Onion,Onions (white),75.49,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-09-15,2020,9,White Onion,Onions (white),90.5,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-10-15,2020,10,White Onion,Onions (white),95.61,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-11-15,2020,11,White Onion,Onions (white),92.66,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-12-15,2020,12,White Onion,Onions (white),91.33,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-01-15,2021,1,White Onion,Onions (white),85.92,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-02-15,2021,2,White Onion,Onions (white),79.42,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-03-15,2021,3,White Onion,Onions (white),71.82,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-04-15,2021,4,White Onion,Onions (white),74.4,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-05-15,2021,5,White Onion,Onions (white),74.78,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-06-15,2021,6,White Onion,Onions (white),77.64,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-07-15,2021,7,White Onion,Onions (white),77.22,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-08-15,2021,8,White Onion,Onions (white),76.0,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-09-15,2021,9,White Onion,Onions (white),76.74,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-10-15,2021,10,White Onion,Onions (white),79.36,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-11-15,2021,11,White Onion,Onions (white),83.46,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-12-15,2021,12,White Onion,Onions (white),78.59,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-01-15,2022,1,White Onion,Onions (white),86.36,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-02-15,2022,2,White Onion,Onions (white),76.75,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-03-15,2022,3,White Onion,Onions (white),66.1,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-04-15,2022,4,White Onion,Onions (white),67.55,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-05-15,2022,5,White Onion,Onions (white),79.34,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-06-15,2022,6,White Onion,Onions (white),93.65,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-07-15,2022,7,White Onion,Onions (white),120.87,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-08-15,2022,8,White Onion,Onions (white),230.97,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-09-15,2022,9,White Onion,Onions (white),312.48,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-10-15,2022,10,White Onion,Onions (white),305.21,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-11-15,2022,11,White Onion,Onions (white),285.13,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-12-15,2022,12,White Onion,Onions (white),281.3,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-01-15,2023,1,White Onion,Onions (white),314.59,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-02-15,2023,2,White Onion,Onions (white),202.52,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-03-15,2023,3,White Onion,Onions (white),119.82,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-04-15,2023,4,White Onion,Onions (white),150.28,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-05-15,2023,5,White Onion,Onions (white),178.77,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-06-15,2023,6,White Onion,Onions (white),168.86,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-07-15,2023,7,White Onion,Onions (white),160.49,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-08-15,2023,8,White Onion,Onions (white),153.5,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-09-15,2023,9,White Onion,Onions (white),139.64,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-10-15,2023,10,White Onion,Onions (white),133.08,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-11-15,2023,11,White Onion,Onions (white),130.04,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-12-15,2023,12,White Onion,Onions (white),129.19,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-01-15,2024,1,White Onion,Onions (white),120.82,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-02-15,2024,2,White Onion,Onions (white),93.93,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
